AphiaID,ScientificName,Authority,AphiaID_accepted,ScientificName_accepted,Authority_accepted,taxonRank,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,Marine,Brackish,Fresh,Terrestrial,taxonomicStatus,Unacceptreason,LSID,Citation
109404,Dinophyceae incertae sedis,,109404,Dinophyceae incertae sedis,,Order,Chromista,Myzozoa,Dinophyceae,Dinophyceae incertae sedis,,,,,,1,,,,temporary name,,urn:lsid:marinespecies.org:taxname:109404,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophyceae incertae sedis. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=109404 on 2019-07-16"
146204,Dinophycidae,,,,,Subclass,Chromista,Myzozoa,Dinophyceae,,,,,,,1,,,,unaccepted,disused,urn:lsid:marinespecies.org:taxname:146204,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophycidae. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=146204 on 2019-07-16"
231772,Dinophysaceae,"Stein, 1883",231772,Dinophysaceae,"Stein, 1883",Family,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,,,,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:231772,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysaceae Stein, 1883. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=231772 on 2019-07-16"
109406,Dinophysiaceae,"Stein, 1883",109406,Dinophysiaceae,"Stein, 1883",Family,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,,,,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:109406,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysiaceae Stein, 1883. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=109406 on 2019-07-16"
109390,Dinophysiales,"Lindemann, 1928",109390,Dinophysiales,"Lindemann, 1928",Order,Chromista,Myzozoa,Dinophyceae,Dinophysiales,,,,,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:109390,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysiales. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109390 on 2019-07-16"
591154,Dinophysida,,109390,Dinophysiales,"Lindemann, 1928",Order,Chromista,Myzozoa,Peridinea,Dinophysida,,,,,,,,,,unaccepted,,urn:lsid:marinespecies.org:taxname:591154,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysida. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=591154 on 2019-07-16"
162493,Dinophysidae,,231772,Dinophysaceae,"Stein, 1883",Family,Protozoa,Sarcomastigophora,Phytomastigophorea,Dinoflagellida,Dinophysidae,,,,,1,,,,unaccepted,synonym,urn:lsid:marinespecies.org:taxname:162493,HABs (2018). Dinophysidae. Accessed at: http://www.marinespecies.org/hab./aphia.php?p=taxdetails&id=162493 on 2019-07-16
109462,Dinophysis,"Ehrenberg, 1839",109462,Dinophysis,"Ehrenberg, 1839",Genus,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:109462,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis Ehrenberg, 1839. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109462 on 2019-07-16"
109603,Dinophysis acuminata,"Claparède & Lachmann, 1859",109603,Dinophysis acuminata,"Claparède & Lachmann, 1859",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,acuminata,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:109603,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis acuminata Claparède & Lachmann, 1859. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109603 on 2019-07-16"
109604,Dinophysis acuta,"Ehrenberg, 1839",109604,Dinophysis acuta,"Ehrenberg, 1839",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,acuta,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:109604,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis acuta Ehrenberg, 1839. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109604 on 2019-07-16"
232154,Dinophysis boehmii,"Paulsen, 1949",109603,Dinophysis acuminata,"Claparède & Lachmann, 1859",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,boehmii,,1,,0,0,unaccepted,synonym,urn:lsid:marinespecies.org:taxname:232154,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis boehmii Paulsen, 1949. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab%20/aphia.php?p=taxdetails&id=232154 on 2019-07-16"
232155,Dinophysis borealis,"Paulsen, 1949",109603,Dinophysis acuminata,"Claparède & Lachmann, 1859",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,borealis,,1,,0,0,unaccepted,synonym,urn:lsid:marinespecies.org:taxname:232155,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis borealis Paulsen, 1949. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=232155 on 2019-07-16"
109612,Dinophysis caudata,"Saville-Kent, 1881",109612,Dinophysis caudata,"Saville-Kent, 1881",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,caudata,,1,1,0,0,accepted,,urn:lsid:marinespecies.org:taxname:109612,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis caudata Saville-Kent, 1881. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109612 on 2019-07-16"
109624,Dinophysis fortii,"Pavillard, 1924",109624,Dinophysis fortii,"Pavillard, 1924",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,fortii,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:109624,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis fortii Pavillard, 1924. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109624 on 2019-07-16"
109629,Dinophysis infundibulum,"J. Schiller, 1928",109629,Dinophysis infundibulum,"J. Schiller, 1928",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,infundibulum,,1,0,0,0,accepted,,urn:lsid:marinespecies.org:taxname:109629,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis infundibulum J. Schiller, 1928. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB/aphia.php?p=taxdetails&id=109629 on 2019-07-16"
232209,Dinophysis miles,"Cleve, 1900",232209,Dinophysis miles,"Cleve, 1900",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,miles,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:232209,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis miles Cleve, 1900. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=232209 on 2019-07-16"
109635,Dinophysis mitra,"(F.Schütt) T.H.Abé, 1967",232491,Phalacroma mitra,"F.Schütt, 1895",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,mitra,,1,,0,0,unaccepted,,urn:lsid:marinespecies.org:taxname:109635,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis mitra (F.Schütt) T.H.Abé, 1967. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=109635 on 2019-07-16"
109637,Dinophysis norvegica,"Claparède & Lachmann, 1859",109637,Dinophysis norvegica,"Claparède & Lachmann, 1859",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,norvegica,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:109637,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis norvegica Claparède & Lachmann, 1859. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=109637 on 2019-07-16"
646201,Dinophysis ovum,(F.Schütt) T.H.Abé,646201,Dinophysis ovum,(F.Schütt) T.H.Abé,Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,ovum,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:646201,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis ovum (F.Schütt) T.H.Abé. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=646201 on 2019-07-16"
581938,Dinophysis ovum,"Schütt, 1895",109642,Dinophysis ovum,"Schütt, 1895 sensu Martin, 1929",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,ovum,,1,,0,0,alternate representation,,urn:lsid:marinespecies.org:taxname:581938,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis ovum Schütt, 1895. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=581938 on 2019-07-16"
109642,Dinophysis ovum,"Schütt, 1895 sensu Martin, 1929",109624,Dinophysis fortii,"Pavillard, 1924",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,ovum,,1,,0,0,unaccepted,synonym,urn:lsid:marinespecies.org:taxname:109642,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis ovum Schütt, 1895 sensu Martin, 1929. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109642 on 2019-07-16"
232264,Dinophysis reniformis,"Schröder, 1906",616369,Dinophysis saccula,"Stein, 1883",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,reniformis,,1,,0,0,unaccepted,synonym,urn:lsid:marinespecies.org:taxname:232264,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis reniformis Schröder, 1906. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=232264 on 2019-07-16"
162793,Dinophysis rotundata,"Claparède & Lachmann, 1859",156505,Phalacroma rotundatum,"(Claparéde & Lachmann) Kofoid & J.R.Michener, 1911",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,rotundata,,1,,0,0,unaccepted,synonym,urn:lsid:marinespecies.org:taxname:162793,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis rotundata Claparède & Lachmann, 1859. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=162793 on 2019-07-16"
616369,Dinophysis saccula,"Stein, 1883",232261,Dinophysis sacculus,"Stein, 1883",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,saccula,,1,,0,0,unaccepted,,urn:lsid:marinespecies.org:taxname:616369,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis saccula Stein, 1883. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=616369 on 2019-07-16"
232261,Dinophysis sacculus,"Stein, 1883",232261,Dinophysis sacculus,"Stein, 1883",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,sacculus,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:232261,"HABs (2018). Dinophysis sacculus Stein, 1883. Accessed at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=232261 on 2019-07-16"
109662,Dinophysis tripos,"Gourret, 1883",109662,Dinophysis tripos,"Gourret, 1883",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,tripos,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:109662,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis tripos Gourret, 1883. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://marinespecies.org/hab/aphia.php?p=taxdetails&id=109662 on 2019-07-16"
232265,Dinophysis ventrecta,"Schiller, 1933",616369,Dinophysis saccula,"Stein, 1883",Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,,ventrecta,,1,,0,0,unaccepted,synonym,urn:lsid:marinespecies.org:taxname:232265,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysis ventrecta Schiller, 1933. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://marinespecies.org/HAB/aphia.php?p=taxdetails&id=232265 on 2019-07-16"
591153,Dinophysoidia,,591153,Dinophysoidia,,Subclass,Chromista,Myzozoa,Peridinea,,,,,,,,,,,accepted,,urn:lsid:marinespecies.org:taxname:591153,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinophysoidia. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=591153 on 2019-07-16"
21005,Dinophyta,,19542,Dinophyceae,"Fritsch, 1927",Phylum,Protozoa,Dinophyta,,,,,,,,1,,,,unaccepted,,urn:lsid:marinespecies.org:taxname:21005,HABs (2018). Dinophyta. Accessed at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=21005 on 2019-07-16
562620,Dinozoa,,562620,Dinozoa,,Subphylum,Chromista,Myzozoa,,,,,,,,,,,,accepted,,urn:lsid:marinespecies.org:taxname:562620,"Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinozoa. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=562620 on 2019-07-16"
578476,Dolichospermum,"(Ralfs ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009",578476,Dolichospermum,"(Ralfs ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009",Genus,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,,,,,,,,accepted,,urn:lsid:marinespecies.org:taxname:578476,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dolichospermum (Ralfs ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB/aphia.php?p=taxdetails&id=578476 on 2019-07-16"
699631,Dolichospermum circinale,"(Rabenhorst ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009",625408,Dolichospermum sigmoideum,"(Nygaard) Wacklin, L.Hoffmann & Komárek, 2009",Species,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,,circinale,,0,0,1,,unaccepted,,urn:lsid:marinespecies.org:taxname:699631,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dolichospermum circinale (Rabenhorst ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=699631 on 2019-07-16"
623803,Dolichospermum flosaquae,"(Brébisson ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009",623803,Dolichospermum flosaquae,"(Brébisson ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009",Species,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,,flosaquae,,0,0,1,,accepted,,urn:lsid:marinespecies.org:taxname:623803,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dolichospermum flosaquae (Brébisson ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab%20/aphia.php?p=taxdetails&id=623803 on 2019-07-16"
625374,Dolichospermum lemmermannii,"(Richter) P.Wacklin, L.Hoffmann & J.Komárek, 2009",625374,Dolichospermum lemmermannii,"(Richter) P.Wacklin, L.Hoffmann & J.Komárek, 2009",Species,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,,lemmermannii,,0,0,1,,accepted,,urn:lsid:marinespecies.org:taxname:625374,"Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dolichospermum lemmermannii (Richter) P.Wacklin, L.Hoffmann & J.Komárek, 2009. Accessed through: Moestrup, Ø.;  Akselmann-Cardella, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=625374 on 2019-07-16"
